primaryTitle,Genres,TotalGross,Year,Distributor,Release Month,CPI,Gas,Unemploy,Per Savings
Assault on Precinct 13,Action,"$20,040,895 ",2005,Rogue Pictures,1/1/2005,191.6,1.86,5.3,3.2
Assault on Precinct 13,Crime,"$20,040,895 ",2005,Rogue Pictures,1/1/2005,191.6,1.86,5.3,3.2
Astro Boy,Action,"$19,551,067 ",2009,Summit Entertainment,10/1/2009,216.509,2.6,10,5.2
Astro Boy,Animation,"$19,551,067 ",2009,Summit Entertainment,10/1/2009,216.509,2.6,10,5.2
Astro Boy,Adventure,"$19,551,067 ",2009,Summit Entertainment,10/1/2009,216.509,2.6,10,5.2
ATL,Comedy,"$21,170,563 ",2006,Warner Bros.,3/1/2006,199.7,2.43,4.7,4.1
ATL,Crime,"$21,170,563 ",2006,Warner Bros.,3/1/2006,199.7,2.43,4.7,4.1
Atlantis: The Lost Empire,Action,"$84,056,472 ",2001,Walt Disney Studios Motion Pictures,6/1/2001,177.7,1.32,4.5,4.4
Atlantis: The Lost Empire,Animation,"$84,056,472 ",2001,Walt Disney Studios Motion Pictures,6/1/2001,177.7,1.32,4.5,4.4
Atlantis: The Lost Empire,Adventure,"$84,056,472 ",2001,Walt Disney Studios Motion Pictures,6/1/2001,177.7,1.32,4.5,4.4
Atonement,Action,"$50,927,067 ",2007,Focus Features,12/1/2007,211.445,3.25,5,3.2
Atonement,Drama,"$50,927,067 ",2007,Focus Features,12/1/2007,211.445,3.25,5,3.2
August Rush,Drama,"$31,664,162 ",2007,Warner Bros.,11/1/2007,210.834,3.17,4.7,2.8
August Rush,Music,"$31,664,162 ",2007,Warner Bros.,11/1/2007,210.834,3.17,4.7,2.8
Austin Powers in Goldmember,Action,"$213,307,889 ",2002,New Line Cinema,7/1/2002,180,1.13,5.8,5.4
Austin Powers in Goldmember,Comedy,"$213,307,889 ",2002,New Line Cinema,7/1/2002,180,1.13,5.8,5.4
Austin Powers in Goldmember,Adventure,"$213,307,889 ",2002,New Line Cinema,7/1/2002,180,1.13,5.8,5.4
Australia,Adventure,"$49,554,002 ",2008,Twentieth Century Fox,11/1/2008,213.153,3,6.8,6.3
Australia,Drama,"$49,554,002 ",2008,Twentieth Century Fox,11/1/2008,213.153,3,6.8,6.3
Avatar,Action,"$749,766,139 ",2009,Twentieth Century Fox,12/1/2009,217.347,2.79,9.9,5.6
Avatar,Sci-Fi,"$749,766,139 ",2009,Twentieth Century Fox,12/1/2009,217.347,2.79,9.9,5.6
Awake,Crime,"$14,377,198 ",2007,-,11/1/2007,210.834,3.17,4.7,2.8
Awake,Drama,"$14,377,198 ",2007,-,11/1/2007,210.834,3.17,4.7,2.8
Away We Go,Adventure,"$9,451,946 ",2009,Focus Features,6/1/2009,214.79,2.45,9.5,6.2
Away We Go,Drama,"$9,451,946 ",2009,Focus Features,6/1/2009,214.79,2.45,9.5,6.2
Away We Go,Comedy,"$9,451,946 ",2009,Focus Features,6/1/2009,214.79,2.45,9.5,6.2
Babel,Drama,"$34,302,837 ",2006,Paramount Vantage,10/1/2006,201.9,2.4,4.4,3.2
Baby Boy,Crime,"$28,734,552 ",2001,Sony Pictures Entertainment (SPE),6/1/2001,177.7,1.32,4.5,4.4
Baby Boy,Drama,"$28,734,552 ",2001,Sony Pictures Entertainment (SPE),6/1/2001,177.7,1.32,4.5,4.4
Baby Mama,Comedy,"$60,494,212 ",2008,Universal Pictures,4/1/2008,213.942,3.88,5,2.9
Baby Mama,Romance,"$60,494,212 ",2008,Universal Pictures,4/1/2008,213.942,3.88,5,2.9
Babylon A.D.,Action,"$22,532,572 ",2008,Twentieth Century Fox,8/1/2008,218.69,4.22,6.1,3.5
Babylon A.D.,Sci-Fi,"$22,532,572 ",2008,Twentieth Century Fox,8/1/2008,218.69,4.22,6.1,3.5
Babylon A.D.,Adventure,"$22,532,572 ",2008,Twentieth Century Fox,8/1/2008,218.69,4.22,6.1,3.5
Bad Boys II,Action,"$138,608,444 ",2003,Sony Pictures Entertainment (SPE),7/1/2003,183.7,1.28,6.2,6.1
Bad Boys II,Crime,"$138,608,444 ",2003,Sony Pictures Entertainment (SPE),7/1/2003,183.7,1.28,6.2,6.1
Bad Boys II,Comedy,"$138,608,444 ",2003,Sony Pictures Entertainment (SPE),7/1/2003,183.7,1.28,6.2,6.1
Bad Company,Drama,"$30,160,161 ",2002,Walt Disney Studios Motion Pictures,6/1/2002,179.6,1.14,5.8,6.2
Bad Education,Crime,"$5,211,842 ",2005,Sony Pictures Classics,11/1/2005,198.1,2.46,5,3.2
Bad Education,Drama,"$5,211,842 ",2005,Sony Pictures Classics,11/1/2005,198.1,2.46,5,3.2
Bad News Bears,Comedy,"$32,868,349 ",2005,Paramount Pictures,7/1/2005,194.9,2.17,5,2.1
Bad News Bears,Sport,"$32,868,349 ",2005,Paramount Pictures,7/1/2005,194.9,2.17,5,2.1
Bad Santa,Comedy,"$60,060,328 ",2003,Dimension Films,11/1/2003,185,1.33,5.8,5.3
Bad Santa,Crime,"$60,060,328 ",2003,Dimension Films,11/1/2003,185,1.33,5.8,5.3
Ballistic: Ecks vs. Sever,Action,"$14,307,963 ",2002,Warner Bros.,9/1/2002,180.8,1.17,5.7,5.9
Ballistic: Ecks vs. Sever,Crime,"$14,307,963 ",2002,Warner Bros.,9/1/2002,180.8,1.17,5.7,5.9
Balls of Fury,Comedy,"$32,886,940 ",2007,Rogue Pictures,8/1/2007,207.667,2.63,4.6,3.1
Balls of Fury,Crime,"$32,886,940 ",2007,Rogue Pictures,8/1/2007,207.667,2.63,4.6,3.1
Bandits,Comedy,"$41,575,141 ",2001,Metro-Goldwyn-Mayer (MGM),10/1/2001,177.6,1.23,5.3,3.1
Bandits,Crime,"$41,575,141 ",2001,Metro-Goldwyn-Mayer (MGM),10/1/2001,177.6,1.23,5.3,3.1
Bandslam,Comedy,"$5,210,988 ",2009,Summit Entertainment,8/1/2009,215.445,2.56,9.6,4.5
Bandslam,Drama,"$5,210,988 ",2009,Summit Entertainment,8/1/2009,215.445,2.56,9.6,4.5
Bangkok Dangerous,Action,"$15,298,133 ",2008,Lionsgate,9/1/2008,218.877,3.95,6.1,4.3
Bangkok Dangerous,Crime,"$15,298,133 ",2008,Lionsgate,9/1/2008,218.877,3.95,6.1,4.3
Barbershop,Comedy,"$75,782,105 ",2002,Metro-Goldwyn-Mayer (MGM),9/1/2002,180.8,1.17,5.7,5.9
Barbershop,Drama,"$75,782,105 ",2002,Metro-Goldwyn-Mayer (MGM),9/1/2002,180.8,1.17,5.7,5.9
Barbershop 2: Back in Business,Comedy,"$65,111,277 ",2004,Metro-Goldwyn-Mayer (MGM),2/1/2004,186.7,1.56,5.6,4.9
Barbershop 2: Back in Business,Drama,"$65,111,277 ",2004,Metro-Goldwyn-Mayer (MGM),2/1/2004,186.7,1.56,5.6,4.9
Barnyard,Adventure,"$72,637,803 ",2006,Paramount Pictures,8/1/2006,203.8,2.65,4.7,3.3
Barnyard,Comedy,"$72,637,803 ",2006,Paramount Pictures,8/1/2006,203.8,2.65,4.7,3.3
Barnyard,Animation,"$72,637,803 ",2006,Paramount Pictures,8/1/2006,203.8,2.65,4.7,3.3
Basic,Action,"$26,793,311 ",2003,Sony Pictures Entertainment (SPE),3/1/2003,183.9,1.77,5.9,5
Basic,Crime,"$26,793,311 ",2003,Sony Pictures Entertainment (SPE),3/1/2003,183.9,1.77,5.9,5
Basic Instinct 2,Drama,"$5,971,336 ",2006,Sony Pictures Entertainment (SPE),3/1/2006,199.7,2.43,4.7,4.1
Basic Instinct 2,Mystery,"$5,971,336 ",2006,Sony Pictures Entertainment (SPE),3/1/2006,199.7,2.43,4.7,4.1
Batman Begins,Action,"$205,343,774 ",2005,Warner Bros.,6/1/2005,193.7,2.06,5,2.6
Batman Begins,Crime,"$205,343,774 ",2005,Warner Bros.,6/1/2005,193.7,2.06,5,2.6
Be Cool,Comedy,"$56,046,979 ",2005,Metro-Goldwyn-Mayer (MGM),3/1/2005,193.1,2.08,5.2,3.1
Be Cool,Crime,"$56,046,979 ",2005,Metro-Goldwyn-Mayer (MGM),3/1/2005,193.1,2.08,5.2,3.1
Be Kind Rewind,Comedy,"$11,175,164 ",2008,New Line Cinema,2/1/2008,212.687,3.34,4.9,3.6
Beauty and the Beast,Talk-Show,"$25,487,190 ",2002,Walt Disney Studios Motion Pictures,1/1/2002,177.7,1.12,5.7,5.7
Beauty Shop,Comedy,"$36,351,350 ",2005,Metro-Goldwyn-Mayer (MGM),3/1/2005,193.1,2.08,5.2,3.1
Because I Said So,Talk-Show,"$42,674,040 ",2007,Universal Pictures,2/1/2007,204.226,2.43,4.5,3.6
Because of Winn-Dixie,Comedy,"$32,647,042 ",2005,Twentieth Century Fox,2/1/2005,192.4,1.96,5.4,2.9
Because of Winn-Dixie,Drama,"$32,647,042 ",2005,Twentieth Century Fox,2/1/2005,192.4,1.96,5.4,2.9
Becoming Jane,Biography,"$18,670,946 ",2007,Miramax,8/1/2007,207.667,2.63,4.6,3.1
Becoming Jane,Drama,"$18,670,946 ",2007,Miramax,8/1/2007,207.667,2.63,4.6,3.1
Bedtime Stories,Drama,"$110,101,975 ",2008,Walt Disney Studios Motion Pictures,12/1/2008,211.398,2.64,7.3,6.2
Bedtime Stories,Romance,"$110,101,975 ",2008,Walt Disney Studios Motion Pictures,12/1/2008,211.398,2.64,7.3,6.2
Bee Movie,Adventure,"$126,631,277 ",2007,DreamWorks,11/1/2007,210.834,3.17,4.7,2.8
Bee Movie,Comedy,"$126,631,277 ",2007,DreamWorks,11/1/2007,210.834,3.17,4.7,2.8
Bee Movie,Animation,"$126,631,277 ",2007,DreamWorks,11/1/2007,210.834,3.17,4.7,2.8
Beerfest,Comedy,"$19,185,184 ",2006,Warner Bros.,8/1/2006,203.8,2.65,4.7,3.3
Before Sunset,Drama,"$5,820,649 ",2004,Warner Independent Pictures (WIP),7/1/2004,189.1,1.54,5.5,5
Before Sunset,Romance,"$5,820,649 ",2004,Warner Independent Pictures (WIP),7/1/2004,189.1,1.54,5.5,5
Before the Devil Knows You're Dead,Crime,"$7,084,227 ",2007,THINKFilm,10/1/2007,209.19,2.81,4.7,3
Before the Devil Knows You're Dead,Drama,"$7,084,227 ",2007,THINKFilm,10/1/2007,209.19,2.81,4.7,3
Behind Enemy Lines,Action,"$58,856,790 ",2001,Twentieth Century Fox,11/1/2001,177.5,1.19,5.5,3.5
Behind Enemy Lines,Drama,"$58,856,790 ",2001,Twentieth Century Fox,11/1/2001,177.5,1.19,5.5,3.5
Being Julia,Comedy,"$7,739,049 ",2004,Sony Pictures Classics,10/1/2004,190.8,1.88,5.5,4.3
Being Julia,Drama,"$7,739,049 ",2004,Sony Pictures Classics,10/1/2004,190.8,1.88,5.5,4.3
Bella,Horror,"$8,070,537 ",2007,Roadside Attractions,10/1/2007,209.19,2.81,4.7,3
Bella,Short,"$8,070,537 ",2007,Roadside Attractions,10/1/2007,209.19,2.81,4.7,3
Bend It Like Beckham,Comedy,"$32,543,449 ",2003,Fox Searchlight Pictures,3/1/2003,183.9,1.77,5.9,5
Bend It Like Beckham,Drama,"$32,543,449 ",2003,Fox Searchlight Pictures,3/1/2003,183.9,1.77,5.9,5
Benji: Off the Leash!,Drama,"$3,817,362 ",2004,-,8/1/2004,189.2,1.61,5.4,5
Benji: Off the Leash!,Family,"$3,817,362 ",2004,-,8/1/2004,189.2,1.61,5.4,5
Beowulf,Action,"$82,280,579 ",2007,Paramount Pictures,11/1/2007,210.834,3.17,4.7,2.8
Beowulf,Animation,"$82,280,579 ",2007,Paramount Pictures,11/1/2007,210.834,3.17,4.7,2.8
Beowulf,Adventure,"$82,280,579 ",2007,Paramount Pictures,11/1/2007,210.834,3.17,4.7,2.8
Better Luck Tomorrow,Crime,"$3,802,390 ",2003,Paramount Pictures,4/1/2003,183.2,1.49,6,5.1
Better Luck Tomorrow,Drama,"$3,802,390 ",2003,Paramount Pictures,4/1/2003,183.2,1.49,6,5.1
Beverly Hills Chihuahua,Adventure,"$94,514,402 ",2008,Walt Disney Studios Motion Pictures,10/1/2008,216.995,3.54,6.5,5.2
Beverly Hills Chihuahua,Drama,"$94,514,402 ",2008,Walt Disney Studios Motion Pictures,10/1/2008,216.995,3.54,6.5,5.2
Beverly Hills Chihuahua,Comedy,"$94,514,402 ",2008,Walt Disney Studios Motion Pictures,10/1/2008,216.995,3.54,6.5,5.2
Bewitched,Comedy,"$63,313,159 ",2005,Sony Pictures Entertainment (SPE),6/1/2005,193.7,2.06,5,2.6
Bewitched,Fantasy,"$63,313,159 ",2005,Sony Pictures Entertainment (SPE),6/1/2005,193.7,2.06,5,2.6
Beyond Borders,Adventure,"$4,430,101 ",2003,Paramount Pictures,10/1/2003,184.9,1.3,6,5.3
Beyond Borders,Drama,"$4,430,101 ",2003,Paramount Pictures,10/1/2003,184.9,1.3,6,5.3
Beyond the Sea,Biography,"$6,318,709 ",2005,Lionsgate,12/1/2005,198.1,2.41,4.9,3.1
Beyond the Sea,Drama,"$6,318,709 ",2005,Lionsgate,12/1/2005,198.1,2.41,4.9,3.1
Big Fat Important Movie,Comedy,"$7,013,191 ",2008,Vivendi Entertainment,10/1/2008,216.995,3.54,6.5,5.2
Big Fat Important Movie,Fantasy,"$7,013,191 ",2008,Vivendi Entertainment,10/1/2008,216.995,3.54,6.5,5.2
Big Fat Liar,Adventure,"$48,360,547 ",2002,Universal Pictures,2/1/2002,178,1.11,5.7,5.5
Big Fat Liar,Family,"$48,360,547 ",2002,Universal Pictures,2/1/2002,178,1.11,5.7,5.5
Big Fat Liar,Comedy,"$48,360,547 ",2002,Universal Pictures,2/1/2002,178,1.11,5.7,5.5
Big Fish,Adventure,"$66,809,693 ",2003,Sony Pictures Entertainment (SPE),12/1/2003,185.5,1.36,5.7,5.2
Big Fish,Drama,"$66,809,693 ",2003,Sony Pictures Entertainment (SPE),12/1/2003,185.5,1.36,5.7,5.2
Big Momma's House 2,Comedy,"$70,165,972 ",2006,Twentieth Century Fox,1/1/2006,199.3,2.42,4.7,3.7
Big Momma's House 2,Crime,"$70,165,972 ",2006,Twentieth Century Fox,1/1/2006,199.3,2.42,4.7,3.7
Big Trouble,Comedy,"$7,267,307 ",2002,Walt Disney Studios Motion Pictures,4/1/2002,179.3,1.16,5.9,5.5
Big Trouble,Crime,"$7,267,307 ",2002,Walt Disney Studios Motion Pictures,4/1/2002,179.3,1.16,5.9,5.5
Biker Boyz,Action,"$22,076,772 ",2003,DreamWorks Distribution,1/1/2003,182.6,1.4,5.8,5.4
Biker Boyz,Drama,"$22,076,772 ",2003,DreamWorks Distribution,1/1/2003,182.6,1.4,5.8,5.4
Billy Elliot,Documentary,"$21,995,263 ",2001,Focus Features,10/1/2001,177.6,1.23,5.3,3.1
Birth,Drama,"$5,095,038 ",2004,New Line Cinema,10/1/2004,190.8,1.88,5.5,4.3
Birth,Fantasy,"$5,095,038 ",2004,New Line Cinema,10/1/2004,190.8,1.88,5.5,4.3
Birthday Girl,Comedy,"$5,142,576 ",2002,Miramax,2/1/2002,178,1.11,5.7,5.5
Birthday Girl,Crime,"$5,142,576 ",2002,Miramax,2/1/2002,178,1.11,5.7,5.5
Black Christmas,Horror,"$16,273,581 ",2006,-,12/1/2006,203.1,2.46,4.4,3.5
Black Hawk Down,Action,"$108,638,745 ",2002,Revolution Studios,12/1/2002,181.8,1.27,6,5.4
Black Hawk Down,Drama,"$108,638,745 ",2002,Revolution Studios,12/1/2002,181.8,1.27,6,5.4
Black Knight,Adventure,"$33,426,971 ",2001,Twentieth Century Fox,11/1/2001,177.5,1.19,5.5,3.5
Black Knight,Fantasy,"$33,426,971 ",2001,Twentieth Century Fox,11/1/2001,177.5,1.19,5.5,3.5
Black Knight,Comedy,"$33,426,971 ",2001,Twentieth Century Fox,11/1/2001,177.5,1.19,5.5,3.5
Black Snake Moan,Drama,"$9,396,870 ",2007,Paramount Vantage,3/1/2007,205.288,2.51,4.4,3.9
Black Snake Moan,Music,"$9,396,870 ",2007,Paramount Vantage,3/1/2007,205.288,2.51,4.4,3.9
Blade II,Action,"$82,348,319 ",2002,New Line Cinema,3/1/2002,178.5,1.12,5.7,5.6
Blade II,Horror,"$82,348,319 ",2002,New Line Cinema,3/1/2002,178.5,1.12,5.7,5.6
Blade: Trinity,Action,"$52,411,906 ",2004,New Line Cinema,12/1/2004,191.7,1.9,5.4,6.6
Blade: Trinity,Horror,"$52,411,906 ",2004,New Line Cinema,12/1/2004,191.7,1.9,5.4,6.6
Blades of Glory,Comedy,"$118,594,548 ",2007,DreamWorks,3/1/2007,205.288,2.51,4.4,3.9
Blades of Glory,Sport,"$118,594,548 ",2007,DreamWorks,3/1/2007,205.288,2.51,4.4,3.9
Blood Diamond,Adventure,"$57,377,916 ",2006,Warner Bros.,12/1/2006,203.1,2.46,4.4,3.5
Blood Diamond,Drama,"$57,377,916 ",2006,Warner Bros.,12/1/2006,203.1,2.46,4.4,3.5
Blood Work,Action,"$26,235,081 ",2002,Warner Bros.,8/1/2002,180.5,1.14,5.7,5.4
Blood Work,Crime,"$26,235,081 ",2002,Warner Bros.,8/1/2002,180.5,1.14,5.7,5.4
Blow,Biography,"$52,990,775 ",2001,New Line Cinema,4/1/2001,176.4,1.37,4.4,5.1
Blow,Crime,"$52,990,775 ",2001,New Line Cinema,4/1/2001,176.4,1.37,4.4,5.1
Blue Crush,Drama,"$40,390,647 ",2002,Universal Pictures,8/1/2002,180.5,1.14,5.7,5.4
Blue Crush,Romance,"$40,390,647 ",2002,Universal Pictures,8/1/2002,180.5,1.14,5.7,5.4
Boat Trip,Comedy,"$8,600,126 ",2003,Artisan Entertainment,3/1/2003,183.9,1.77,5.9,5
Bobby,Comedy,"$11,242,801 ",2006,-,11/1/2006,202,2.38,4.5,3.6
Bobby,Crime,"$11,242,801 ",2006,-,11/1/2006,202,2.38,4.5,3.6
Body of Lies,Action,"$39,394,666 ",2008,Warner Bros.,10/1/2008,216.995,3.54,6.5,5.2
Body of Lies,Drama,"$39,394,666 ",2008,Warner Bros.,10/1/2008,216.995,3.54,6.5,5.2
Bolt,Adventure,"$114,053,579 ",2008,Walt Disney Studios Motion Pictures,11/1/2008,213.153,3,6.8,6.3
Bolt,Comedy,"$114,053,579 ",2008,Walt Disney Studios Motion Pictures,11/1/2008,213.153,3,6.8,6.3
Bolt,Animation,"$114,053,579 ",2008,Walt Disney Studios Motion Pictures,11/1/2008,213.153,3,6.8,6.3
Bon Cop Bad Cop,Action,"$12,665,721 ",2006,Alliance Atlantis Vivafilm,8/1/2006,203.8,2.65,4.7,3.3
Bon Cop Bad Cop,Crime,"$12,665,721 ",2006,Alliance Atlantis Vivafilm,8/1/2006,203.8,2.65,4.7,3.3
Bon Cop Bad Cop,Comedy,"$12,665,721 ",2006,Alliance Atlantis Vivafilm,8/1/2006,203.8,2.65,4.7,3.3
Bones,Crime,"$7,316,658 ",2001,New Line Cinema,10/1/2001,177.6,1.23,5.3,3.1
Bones,Horror,"$7,316,658 ",2001,New Line Cinema,10/1/2001,177.6,1.23,5.3,3.1
Boogeyman,Drama,"$46,752,382 ",2005,Screen Gems,2/1/2005,192.4,1.96,5.4,2.9
Boogeyman,Horror,"$46,752,382 ",2005,Screen Gems,2/1/2005,192.4,1.96,5.4,2.9
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,"$128,505,958 ",2006,Twentieth Century Fox,11/1/2006,202,2.38,4.5,3.6
Born Into Brothels: Calcutta's Red Light Kids,Biography,"$3,515,061 ",2005,THINKFilm,12/1/2005,198.1,2.41,4.9,3.1
Born Into Brothels: Calcutta's Red Light Kids,Documentary,"$3,515,061 ",2005,THINKFilm,12/1/2005,198.1,2.41,4.9,3.1
Bottle Shock,Comedy,"$4,078,607 ",2008,Freestyle Releasing,8/1/2008,218.69,4.22,6.1,3.5
Bottle Shock,Drama,"$4,078,607 ",2008,Freestyle Releasing,8/1/2008,218.69,4.22,6.1,3.5
Bowling for Columbine,Crime,"$21,576,018 ",2002,United Artists,10/1/2002,181.2,1.2,5.7,5.8
Bowling for Columbine,Documentary,"$21,576,018 ",2002,United Artists,10/1/2002,181.2,1.2,5.7,5.8
Bratz,Family,"$10,010,209 ",2007,Lionsgate,8/1/2007,207.667,2.63,4.6,3.1
Breach,Biography,"$33,231,264 ",2007,Universal Pictures,2/1/2007,204.226,2.43,4.5,3.6
Breach,Crime,"$33,231,264 ",2007,Universal Pictures,2/1/2007,204.226,2.43,4.5,3.6
Breakin' All the Rules,Comedy,"$12,264,319 ",2004,Screen Gems,5/1/2004,188.2,1.53,5.6,5.1
Breakin' All the Rules,Romance,"$12,264,319 ",2004,Screen Gems,5/1/2004,188.2,1.53,5.6,5.1
Bride & Prejudice,Comedy,"$6,605,592 ",2005,Miramax,2/1/2005,192.4,1.96,5.4,2.9
Bride & Prejudice,Drama,"$6,605,592 ",2005,Miramax,2/1/2005,192.4,1.96,5.4,2.9
Bride Wars,Comedy,"$58,715,510 ",2009,Twentieth Century Fox,1/1/2009,211.933,2.51,7.8,6.2
Bride Wars,Romance,"$58,715,510 ",2009,Twentieth Century Fox,1/1/2009,211.933,2.51,7.8,6.2
Brideshead Revisited,Drama,"$6,432,256 ",2008,Miramax,7/1/2008,219.016,4.65,5.8,4
Brideshead Revisited,Romance,"$6,432,256 ",2008,Miramax,7/1/2008,219.016,4.65,5.8,4
Bridge to Terabithia,Drama,"$82,272,442 ",2007,Walt Disney Studios Motion Pictures,2/1/2007,204.226,2.43,4.5,3.6
Bridge to Terabithia,Family,"$82,272,442 ",2007,Walt Disney Studios Motion Pictures,2/1/2007,204.226,2.43,4.5,3.6
Bridget Jones: The Edge of Reason,Comedy,"$40,226,215 ",2004,Universal Pictures,11/1/2004,191.7,1.96,5.4,3.8
Bridget Jones: The Edge of Reason,Drama,"$40,226,215 ",2004,Universal Pictures,11/1/2004,191.7,1.96,5.4,3.8
Bridget Jones's Diary,Comedy,"$71,543,427 ",2001,Miramax,4/1/2001,176.4,1.37,4.4,5.1
Bridget Jones's Diary,Drama,"$71,543,427 ",2001,Miramax,4/1/2001,176.4,1.37,4.4,5.1
Bright Star,Biography,"$4,444,637 ",2009,Apparition,9/1/2009,215.861,2.55,9.8,5.6
Bright Star,Drama,"$4,444,637 ",2009,Apparition,9/1/2009,215.861,2.55,9.8,5.6
Bringing Down the House,Comedy,"$132,716,677 ",2003,Walt Disney Studios Motion Pictures,3/1/2003,183.9,1.77,5.9,5
Brokeback Mountain,Drama,"$83,043,761 ",2005,Focus Features,12/1/2005,198.1,2.41,4.9,3.1
Brokeback Mountain,Romance,"$83,043,761 ",2005,Focus Features,12/1/2005,198.1,2.41,4.9,3.1
Broken Flowers,Comedy,"$13,744,960 ",2005,Focus Features,8/1/2005,196.1,2.28,4.9,2.6
Broken Flowers,Drama,"$13,744,960 ",2005,Focus Features,8/1/2005,196.1,2.28,4.9,2.6
Brother Bear,Adventure,"$85,336,277 ",2003,Walt Disney Studios Motion Pictures,10/1/2003,184.9,1.3,6,5.3
Brother Bear,Comedy,"$85,336,277 ",2003,Walt Disney Studios Motion Pictures,10/1/2003,184.9,1.3,6,5.3
Brother Bear,Animation,"$85,336,277 ",2003,Walt Disney Studios Motion Pictures,10/1/2003,184.9,1.3,6,5.3
Brotherhood of the Wolf,Action,"$11,260,096 ",2002,Universal Pictures,1/1/2002,177.7,1.12,5.7,5.7
Brotherhood of the Wolf,Drama,"$11,260,096 ",2002,Universal Pictures,1/1/2002,177.7,1.12,5.7,5.7
Brotherhood of the Wolf,Adventure,"$11,260,096 ",2002,Universal Pictures,1/1/2002,177.7,1.12,5.7,5.7
Brothers,Drama,"$28,544,157 ",2009,Lionsgate,12/1/2009,217.347,2.79,9.9,5.6
Brown Sugar,Comedy,"$27,363,891 ",2002,Fox Searchlight Pictures,10/1/2002,181.2,1.2,5.7,5.8
Brown Sugar,Drama,"$27,363,891 ",2002,Fox Searchlight Pictures,10/1/2002,181.2,1.2,5.7,5.8
Bruce Almighty,Comedy,"$242,829,261 ",2003,Universal Pictures,5/1/2003,182.9,1.37,6.1,5.5
Bruce Almighty,Fantasy,"$242,829,261 ",2003,Universal Pictures,5/1/2003,182.9,1.37,6.1,5.5
Bubble Boy,Adventure,"$5,007,898 ",2001,Walt Disney Studios Motion Pictures,8/1/2001,177.4,1.24,4.9,6.6
Bubble Boy,Romance,"$5,007,898 ",2001,Walt Disney Studios Motion Pictures,8/1/2001,177.4,1.24,4.9,6.6
Bubble Boy,Comedy,"$5,007,898 ",2001,Walt Disney Studios Motion Pictures,8/1/2001,177.4,1.24,4.9,6.6
Bug,Comedy,"$7,025,810 ",2007,Lionsgate,5/1/2007,206.755,2.57,4.4,3.6
Bugs!,Documentary,"$19,063,544 ",2004,SK Films,3/1/2004,187.1,1.54,5.8,4.7
Bugs!,Short,"$19,063,544 ",2004,SK Films,3/1/2004,187.1,1.54,5.8,4.7
Bulletproof Monk,Action,"$23,358,708 ",2003,Metro-Goldwyn-Mayer (MGM),4/1/2003,183.2,1.49,6,5.1
Bulletproof Monk,Fantasy,"$23,358,708 ",2003,Metro-Goldwyn-Mayer (MGM),4/1/2003,183.2,1.49,6,5.1
Bulletproof Monk,Comedy,"$23,358,708 ",2003,Metro-Goldwyn-Mayer (MGM),4/1/2003,183.2,1.49,6,5.1
Burn After Reading,Comedy,"$60,355,347 ",2008,Focus Features,9/1/2008,218.877,3.95,6.1,4.3
Burn After Reading,Crime,"$60,355,347 ",2008,Focus Features,9/1/2008,218.877,3.95,6.1,4.3
Cabin Fever,Horror,"$21,158,188 ",2003,Lionsgate,9/1/2003,185.1,1.28,6.1,5.1
Cadillac Records,Biography,"$8,195,551 ",2008,Sony Pictures Entertainment (SPE),12/1/2008,211.398,2.64,7.3,6.2
Cadillac Records,Drama,"$8,195,551 ",2008,Sony Pictures Entertainment (SPE),12/1/2008,211.398,2.64,7.3,6.2
Calendar Girls,Comedy,"$31,041,759 ",2004,Walt Disney Studios Motion Pictures,12/1/2004,191.7,1.9,5.4,6.6
Calendar Girls,Drama,"$31,041,759 ",2004,Walt Disney Studios Motion Pictures,12/1/2004,191.7,1.9,5.4,6.6
Camping sauvage,Comedy,"$3,894,585 ",2004,Alliance Atlantis Vivafilm,7/1/2004,189.1,1.54,5.5,5
Camping sauvage,Crime,"$3,894,585 ",2004,Alliance Atlantis Vivafilm,7/1/2004,189.1,1.54,5.5,5
Capitalism: A Love Story,Crime,"$14,363,397 ",2009,Overture Films,9/1/2009,215.861,2.55,9.8,5.6
Capitalism: A Love Story,Documentary,"$14,363,397 ",2009,Overture Films,9/1/2009,215.861,2.55,9.8,5.6
Capote,Biography,"$28,750,530 ",2005,Sony Pictures Classics,9/1/2005,198.8,2.59,5,2.7
Capote,Crime,"$28,750,530 ",2005,Sony Pictures Classics,9/1/2005,198.8,2.59,5,2.7
Captain Corelli's Mandolin,Drama,"$25,543,895 ",2001,Universal Pictures,8/1/2001,177.4,1.24,4.9,6.6
Captain Corelli's Mandolin,Music,"$25,543,895 ",2001,Universal Pictures,8/1/2001,177.4,1.24,4.9,6.6
Capturing the Friedmans,Biography,"$3,119,113 ",2003,Magnolia Pictures,5/1/2003,182.9,1.37,6.1,5.5
Capturing the Friedmans,Crime,"$3,119,113 ",2003,Magnolia Pictures,5/1/2003,182.9,1.37,6.1,5.5
Cars,Adventure,"$244,082,982 ",2006,Walt Disney Studios Motion Pictures,6/1/2006,201.8,2.57,4.6,3.7
Cars,Comedy,"$244,082,982 ",2006,Walt Disney Studios Motion Pictures,6/1/2006,201.8,2.57,4.6,3.7
Cars,Animation,"$244,082,982 ",2006,Walt Disney Studios Motion Pictures,6/1/2006,201.8,2.57,4.6,3.7
